round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
20,0.11145053212455656,0.005747126436781609,10.0,1740.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06910845347603277,0.08269275756101653
21,0.11214032321639732,0.00823529411764706,14.0,1700.0,189.0,0.0,1.0,1.0,1.0,1.0,,
22,0.11238667717776901,0.002905287623474724,5.0,1721.0,189.0,0.0,1.0,1.0,1.0,1.0,,
23,0.11248521876231769,0.001177856301531213,2.0,1698.0,189.0,0.0,1.0,1.0,1.0,1.0,,
24,0.11278084351596374,0.003537735849056604,6.0,1696.0,189.0,0.0,1.0,1.0,1.0,1.0,,
25,0.11287938510051242,0.0011648223645894002,2.0,1717.0,189.0,0.0,1.0,1.0,1.0,1.0,,
26,0.11307646826960978,0.0023161551823972205,4.0,1727.0,189.0,0.0,1.0,1.0,1.0,1.0,,
27,0.11337209302325581,0.003569303985722784,6.0,1681.0,189.0,0.0,1.0,1.0,1.0,1.0,,
28,0.11366771777690185,0.003990877993158495,7.0,1754.0,189.0,0.0,1.0,1.0,1.0,1.0,,
29,0.11396334253054789,0.0034944670937682005,6.0,1717.0,189.0,0.0,1.0,1.0,1.0,1.0,,
30,0.11416042569964525,0.002288329519450801,4.0,1748.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06628652366573068,0.08195415384453168
31,0.11435750886874262,0.002416918429003021,4.0,1655.0,189.0,0.0,1.0,1.0,1.0,1.0,,
32,0.11465313362238864,0.0034562211981566822,6.0,1736.0,189.0,0.0,1.0,1.0,1.0,1.0,,
33,0.11499802916830902,0.0040887850467289715,7.0,1712.0,189.0,0.0,1.0,1.0,1.0,1.0,,
34,0.11514584154513205,0.0017441860465116279,3.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
35,0.11539219550650374,0.0028968713789107765,5.0,1726.0,189.0,0.0,1.0,1.0,1.0,1.0,,
36,0.11573709105242412,0.004086398131932283,7.0,1713.0,189.0,0.0,1.0,1.0,1.0,1.0,,
37,0.1163283405597162,0.0069767441860465115,12.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
38,0.11672250689791092,0.004555808656036446,8.0,1756.0,189.0,0.0,1.0,1.0,1.0,1.0,,
39,0.1168210484824596,0.0011448196908986834,2.0,1747.0,189.0,0.0,1.0,1.0,1.0,1.0,,
40,0.11701813165155696,0.002287021154945683,4.0,1749.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0654189139027144,0.09255042249275068
41,0.11706740244383129,0.000572737686139748,1.0,1746.0,189.0,0.0,1.0,1.0,1.0,1.0,,
42,0.11726448561292865,0.002348796241926013,4.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
43,0.11765865195112338,0.005208333333333333,9.0,1728.0,189.0,0.0,1.0,1.0,1.0,1.0,,
44,0.11805281828931809,0.0046430644225188625,8.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,,
45,0.11820063066614112,0.0017899761336515514,3.0,1676.0,189.0,0.0,1.0,1.0,1.0,1.0,,
46,0.11834844304296413,0.0017162471395881006,3.0,1748.0,189.0,0.0,1.0,1.0,1.0,1.0,,
47,0.11849625541978714,0.0017615971814445098,3.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
48,0.11854552621206149,0.001195457262402869,2.0,1673.0,189.0,0.0,1.0,1.0,1.0,1.0,,
49,0.11864406779661017,0.0011210762331838565,2.0,1784.0,189.0,0.0,1.0,1.0,1.0,1.0,,
50,0.1189396925502562,0.0034802784222737818,6.0,1724.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06515065195366179,0.06977212783575734
51,0.11923531730390224,0.003403289846851957,6.0,1763.0,189.0,0.0,1.0,1.0,1.0,1.0,,
52,0.11928458809617659,0.0005730659025787965,1.0,1745.0,189.0,0.0,1.0,1.0,1.0,1.0,,
53,0.11938312968072527,0.0011947431302270011,2.0,1674.0,189.0,0.0,1.0,1.0,1.0,1.0,,
54,0.11948167126527394,0.0011500862564692352,2.0,1739.0,189.0,0.0,1.0,1.0,1.0,1.0,,
55,0.11982656681119433,0.004079254079254079,7.0,1716.0,189.0,0.0,1.0,1.0,1.0,1.0,,
56,0.11987583760346866,0.0005608524957936063,1.0,1783.0,189.0,0.0,1.0,1.0,1.0,1.0,,
57,0.11992510839574301,0.0005858230814294083,1.0,1707.0,189.0,0.0,1.0,1.0,1.0,1.0,,
58,0.12002364998029168,0.0011976047904191617,2.0,1670.0,189.0,0.0,1.0,1.0,1.0,1.0,,
59,0.1201714623571147,0.0017462165308498253,3.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,,
60,0.1201714623571147,0.0,0.0,1760.0,189.0,0.0,,,,,0.06527292892526866,0.061532916043964866
61,0.1204178163184864,0.002890173410404624,5.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,,
62,0.12056562869530942,0.0017647058823529412,3.0,1700.0,189.0,0.0,1.0,1.0,1.0,1.0,,
63,0.12086125344895546,0.0035046728971962616,6.0,1712.0,189.0,0.0,1.0,1.0,1.0,1.0,,
64,0.1209105242412298,0.0005871990604815032,1.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
65,0.12110760741032715,0.0023391812865497076,4.0,1710.0,189.0,0.0,1.0,1.0,1.0,1.0,,
66,0.12110760741032715,0.0,0.0,1686.0,189.0,0.0,,,,,,
67,0.12120614899487583,0.0011580775911986102,2.0,1727.0,189.0,0.0,1.0,1.0,1.0,1.0,,
68,0.12125541978715018,0.0005820721769499418,1.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,,
69,0.12125541978715018,0.0,0.0,1750.0,189.0,0.0,,,,,,
70,0.12135396137169886,0.001141552511415525,2.0,1752.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06493328519432119,0.06135465318057106
71,0.12135396137169886,0.0,0.0,1786.0,189.0,0.0,,,,,,
72,0.1214032321639732,0.0005717552887364208,1.0,1749.0,189.0,0.0,1.0,1.0,1.0,1.0,,
73,0.12150177374852188,0.0011750881316098707,2.0,1702.0,189.0,0.0,1.0,1.0,1.0,1.0,,
74,0.12160031533307056,0.0011883541295306002,2.0,1683.0,189.0,0.0,1.0,1.0,1.0,1.0,,
75,0.12174812770989357,0.0017133066818960593,3.0,1751.0,189.0,0.0,1.0,1.0,1.0,1.0,,
76,0.12179739850216792,0.0005737234652897303,1.0,1743.0,189.0,0.0,1.0,1.0,1.0,1.0,,
77,0.12194521087899093,0.001736111111111111,3.0,1728.0,189.0,0.0,1.0,1.0,1.0,1.0,,
78,0.12199448167126527,0.0005817335660267597,1.0,1719.0,189.0,0.0,1.0,1.0,1.0,1.0,,
79,0.1221422940480883,0.0017441860465116279,3.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
80,0.12219156484036263,0.0005844535359438924,1.0,1711.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06521589409945794,0.05992801872307495
81,0.12224083563263698,0.0005861664712778429,1.0,1706.0,189.0,0.0,1.0,1.0,1.0,1.0,,
82,0.12229010642491131,0.0005747126436781609,1.0,1740.0,189.0,0.0,1.0,1.0,1.0,1.0,,
83,0.12233937721718566,0.0005694760820045558,1.0,1756.0,189.0,0.0,1.0,1.0,1.0,1.0,,
84,0.12238864800945999,0.0005767012687427913,1.0,1734.0,189.0,0.0,1.0,1.0,1.0,1.0,,
85,0.12248718959400867,0.0011154489682097045,2.0,1793.0,189.0,0.0,1.0,1.0,1.0,1.0,,
86,0.12258573117855735,0.0011737089201877935,2.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,,
87,0.12273354355538037,0.0017172295363480253,3.0,1747.0,189.0,0.0,1.0,1.0,1.0,1.0,,
88,0.12297989751675206,0.002891844997108155,5.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,,
89,0.12302916830902641,0.0005813953488372093,1.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
90,0.12312770989357509,0.0011689070718877848,2.0,1711.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06450346298768742,0.07894110837179055
91,0.12322625147812377,0.0011806375442739079,2.0,1694.0,189.0,0.0,1.0,1.0,1.0,1.0,,
92,0.1232755222703981,0.0005770340450086555,1.0,1733.0,189.0,0.0,1.0,1.0,1.0,1.0,,
93,0.12342333464722113,0.0017533606078316774,3.0,1711.0,189.0,0.0,1.0,1.0,1.0,1.0,,
94,0.12342333464722113,0.0,0.0,1792.0,189.0,0.0,,,,,,
95,0.12362041781631848,0.002308136180034622,4.0,1733.0,189.0,0.0,1.0,1.0,1.0,1.0,,
96,0.12362041781631848,0.0,0.0,1775.0,189.0,0.0,,,,,,
97,0.12371895940086716,0.0011641443538998836,2.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,,
98,0.12376823019314151,0.0005970149253731343,1.0,1675.0,189.0,0.0,1.0,1.0,1.0,1.0,,
99,0.12391604256996452,0.0017321016166281756,3.0,1732.0,189.0,0.0,1.0,1.0,1.0,1.0,,
