round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
12,0.6000668354690694,0.00013994821915891122,2.0,14291.0,1572.0,0.0,0.0,0.12246689005903941,1535.0,,,,0.0,0.3250227447687032,0.47222222222222227,0.0,0.0,0.0,0.0,0.1,0.5,0.17142857142857143,1.0
13,0.6000686716083294,7.009182028457279e-05,1.0,14267.0,1572.0,0.0,0.0006361323155216285,0.12192801648961471,1538.0,,,,0.0,0.2703631010794897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,0.6000815245831504,0.00048349219505456557,7.0,14478.0,1572.0,0.0,0.0019083969465648854,0.11961535454616527,1530.0,,,,0.0,0.29856264252643216,0.6481481481481481,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.5918367346938777,1.0
15,0.6000888691401911,0.0002775272323596753,4.0,14413.0,1572.0,0.0,0.0006361323155216285,0.11975907384230287,1531.0,,,,0.0,0.3165209244222361,0.7638888888888888,0.25,0.25,0.375,0.5,0.4375,0.75,0.4791666666666667,1.0
16,0.6000962136972317,0.0002796420581655481,4.0,14304.0,1572.0,0.0,0.0,0.1224750499001996,1534.0,,,,0.0,0.322465034965035,0.4357142857142857,0.0,0.0,0.08333333333333333,0.25,0.19583333333333333,0.75,0.2375,1.0
17,0.6000998859757519,0.0001398992725237829,2.0,14296.0,1572.0,0.0,0.0,0.12181774922674281,1536.0,,,,0.0,0.2805547782286274,0.4722222222222222,0.0,0.0,0.25,0.5,0.25,0.5,0.3,1.0
18,0.6001072305327926,0.00027878449958182325,4.0,14348.0,1572.0,0.0,0.0,0.12234676842356308,1539.0,,,,0.0,0.3214584495259342,0.33796296296296297,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.16203703703703703,1.0
19,0.6001109028113129,0.00014046916701783958,2.0,14238.0,1572.0,0.0,0.0,0.12239853281237541,1535.0,,,,0.0,0.33557530205113795,0.6111111111111112,0.0,0.0,0.25,0.5,0.35,1.0,0.35,1.0
20,0.6001145750898331,0.0001383412879573909,2.0,14457.0,1572.0,0.0,0.001272264631043257,0.1211495712924738,1526.0,2.0,0.0479290755161742,0.0009361481809702045,0.0,0.2745935662400554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,0.6001182473683534,0.00013905304873809357,2.0,14383.0,1572.0,0.0,0.0,0.12147316841855686,1537.0,,,,0.0,0.30854947500173835,0.5277777777777778,0.0,0.0,0.0,0.0,0.225,1.0,0.225,1.0
22,0.6001200835076136,7.039774727208729e-05,1.0,14205.0,1572.0,0.0,0.0,0.12220186409623197,1534.0,,,,0.0,0.280484370599831,0.6666666666666667,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
23,0.6001292642039143,0.0003492595697122101,5.0,14316.0,1572.0,0.0,0.0,0.12168474388409468,1537.0,,,,0.0,0.381566627070086,0.39222222222222225,0.0,0.0,0.13333333333333333,0.4,0.1833333333333333,0.6,0.22833333333333333,1.0
24,0.6001347726216947,0.00020933640360058616,3.0,14331.0,1572.0,0.0,0.0006361323155216285,0.1216977389924633,1534.0,,,,0.0,0.5784477945281965,0.6597222222222222,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555556,1.0
25,0.6001402810394751,0.00020654044750430294,3.0,14525.0,1572.0,0.0,0.0,0.11981205951448708,1530.0,,,,0.0,0.3381650828627829,0.2814814814814815,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,1.0
26,0.6001439533179954,0.00014040999719180006,2.0,14244.0,1572.0,0.0,0.0006361323155216285,0.12201507338357795,1538.0,,,,0.0,0.2636918972054487,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,1.0
27,0.6001476255965157,0.00013854253255749516,2.0,14436.0,1572.0,0.0,0.0,0.12006591854351409,1530.0,,,,0.0,0.3966675904115283,0.09999999999999998,0.0,0.0,0.25,0.5,0.35,1.0,0.35,1.0
28,0.6001531340142962,0.00020964360587002095,3.0,14310.0,1572.0,0.0,0.0006361323155216285,0.12209809048411378,1541.0,,,,0.0,0.41094103119685,0.20370370370370372,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.40370370370370373,1.0
29,0.6001604785713368,0.0002778549597110308,4.0,14396.0,1572.0,0.0,0.0006361323155216285,0.12103315221670997,1537.0,,,,0.0,0.31798916064480265,0.8083333333333332,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5833333333333334,1.0,0.5833333333333334,1.0
