round,coverage,auc_feedback,uauc_feedback,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
11,0.5001293910724546,0.43962231866473783,0.5041152263374485,0.011212624584717609,27.0,2408.0,247.0,0.0,0.008097165991902834,0.11538461538461539,237.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.5001337772105039,0.5221153433246017,0.5091666666666667,0.011894995898277276,29.0,2438.0,247.0,0.0,0.016194331983805668,0.11658767772511848,246.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.5001425494866025,0.4229174278407015,0.5096618357487923,0.00957136912193092,23.0,2403.0,247.0,0.0,0.008097165991902834,0.12031952071892162,241.0,,,,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.0
14,0.5001469356246518,0.4798442510306917,0.5123456790123456,0.01543596161869003,37.0,2397.0,247.0,0.0,0.012145748987854251,0.11880216003927344,242.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0.5001557079007505,0.45726116533569944,0.5566239316239316,0.011461318051575931,28.0,2443.0,247.0,0.0,0.020242914979757085,0.11661807580174927,240.0,,,,0.0,0.75,0.75,0.75,0.75,0.8,1.0,0.8,1.0
16,0.5001688663148984,0.5069331567435233,0.5310846560846562,0.008771929824561403,21.0,2394.0,247.0,0.0,0.016194331983805668,0.11616411270390509,235.0,,,,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7083333333333334,1.0
17,0.5001820247290463,0.5319257134720612,0.5160818713450294,0.008890770533446233,21.0,2362.0,247.0,0.0,0.020242914979757085,0.11924789708065314,241.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39999999999999997,0.6666666666666666,0.45555555555555555,1.0
18,0.5002039554192929,0.5028001317709069,0.5644444444444444,0.011306532663316583,27.0,2388.0,247.0,0.0,0.016194331983805668,0.11776447105788423,236.0,,,,0.0,0.6,0.6,0.7,0.8,0.7,0.8,0.72,1.0
19,0.5002214999714901,0.4448857498961363,0.519927536231884,0.010279605263157895,25.0,2432.0,247.0,0.0,0.012145748987854251,0.11521633446767136,237.0,,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5607142857142857,1.0
20,0.5002697474900325,0.36365096359743043,0.6097834967320261,0.015183466891606916,36.0,2371.0,247.0,0.0,0.03643724696356275,0.12024048096192384,240.0,1.9298245614035088,0.1587254203212624,0.006521092169370479,0.0,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.6590909090909091,0.8181818181818182,0.6782828282828283,1.0
21,0.5002785197661311,0.39814525100820464,0.4092487373737374,0.009913258983890954,24.0,2421.0,247.0,0.0,0.004048582995951417,0.11764705882352941,240.0,,,,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.3055555555555556,1.0
22,0.5003004504563776,0.47003205128205133,0.5358974358974359,0.010717230008244023,26.0,2426.0,247.0,0.0,0.020242914979757085,0.11695906432748537,240.0,,,,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333334,1.0
23,0.5003092227324762,0.4522849462365592,0.613260582010582,0.010084033613445379,24.0,2380.0,247.0,0.0,0.024291497975708502,0.11958762886597939,232.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.5003136088705256,0.48075536387260037,0.4777298850574713,0.012905911740216486,31.0,2402.0,247.0,0.0,0.012145748987854251,0.11659192825112108,234.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.5003179950085749,0.5038493723849372,0.5298132183908046,0.012396694214876033,30.0,2420.0,247.0,0.0,0.012145748987854251,0.12025948103792415,241.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.5003311534227228,0.4668242830994509,0.5339120370370372,0.01365328920148945,33.0,2417.0,247.0,0.0,0.020242914979757085,0.12160804020100502,242.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.5003399256988215,0.4497917552061198,0.4888888888888889,0.010513036164844407,25.0,2378.0,247.0,0.0,0.016194331983805668,0.12201321809862735,240.0,,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,1.0
28,0.5003399256988215,0.4951929679989012,0.5957341269841271,0.006142506142506142,15.0,2442.0,247.0,0.0,0.004048582995951417,0.1162109375,238.0,,,,0.0,,,,,,,,
29,0.5003618563890679,0.45758763395181845,0.5385802469135802,0.0129979035639413,31.0,2385.0,247.0,0.0,0.012145748987854251,0.12110552763819095,241.0,,,,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6583333333333333,1.0
